,Unnamed: 0,Name,Genre,Category,Release_Date,Price (in $),Owners,Followers,Developers,Publishers
7031,7808,Desert parkour,"Action, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-22,0.99,"0 - 20,000",109,Prince Game Studio,Prince Game Studio
7032,7809,Starship inspector,"Strategy, in Early Access"," Single-player, Steam Achievements, Family Sharing",,3.99,"0 - 20,000",730,Vedanta Team,Vedanta Team
7033,7810,Grand casino tycoon,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-05-20,19.99,"20,000 - 50,000","1,170",stillalive studios,Aerosoft GmbH
7034,7811,Hike,"Indie, Simulation"," Single-player, Steam Achievements, Captions available, Partial Controller Support, Family Sharing",2021-01-08,0.59,"20,000 - 50,000",207,Morning Shift Studios,Morning Shift Studios
7035,7812,Hidden shelter,"Indie, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-01-27,4.99,"20,000 - 50,000",168,White Vortex Games,White Vortex Games
7036,7813,United assault - normandy '44,"Indie, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,14.99,"0 - 20,000","1,149",Enigma Entertainment,Polygon Art Publishing
7037,7814,Shot in the dark,"Action, Indie"," Single-player, Steam Achievements, Family Sharing",2021-01-12,9.99,"0 - 20,000",293,Possum House Games,Possum House Games
7038,7815,Of mice and moggies,"Fr, Indie"," Single-player, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing",2021-02-23,7.99,"0 - 20,000",130,Bippinbits,Bippinbits
7039,7816,Jewel match twilight 3 collector's edition,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-26,2.49,"0 - 20,000",78,Suricate Software,Grey Alien Games
7040,7817,Chesskoban bishop,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-12-16,0.99,"0 - 20,000",63,Heimo Game Studio,Heimo Game Studio
7041,7818,Making it home,"Simulation, in Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,14.99,"0 - 20,000",370,Pill Bug Interactive,Pill Bug Interactive
7042,7819,Super high ball: pinball platformer,"Fr, Racing"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",2021-06-18,9.99,"50,000 - 100,000",274,Emberstone Interactive,Emberstone Interactive
7043,7820,Aloof,"Casual, Indie"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2021-03-25,4.99,"0 - 20,000",115,ButtonX,ButtonX
7044,7821,Pocket watch,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-01-09,2.99,"0 - 20,000",380,Sokpop Collective,Sokpop Collective
7045,7822,The last king's archer,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-04-28,1.99,"0 - 20,000",112,Old School Vibes,Old School Vibes
7046,7823,Trios - lofi beats / numbers to chill to,"Fr, Casual"," Single-player, Full controller support, Steam Cloud, Family Sharing",2021-09-30,7.99,"0 - 20,000",168,Samurai Punk,Samurai Punk
7047,7824,Skeleton king,"Racing, Simulation"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-01-26,0.99,"100,000 - 200,000",42,Forbidden Knowledge,Forbidden Knowledge
7048,7825,Cake invaders,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-03,4.99,"0 - 20,000",172,Zoo Corporation,Zoo Corporation
7049,7826,Chesskoban - chess puzzles,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-11-05,0.99,"0 - 20,000",97,Heimo Game Studio,Heimo Game Studio
7050,7827,My dear prince,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-30,9.99,"0 - 20,000",353,ebi-hime,ebi-hime
7051,7828,Doom work,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-09-30,1.99,"0 - 20,000",97,Guimaraf Studio,Nibb Games
7052,7829,Hell shuffle,"Strategy, Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-02-04,14.99,"0 - 20,000",287,ICE T,ICE T
7053,7830,Synthspace,"Software Training, Early Access"," Tracked Controller Support, VR Only, Steam Cloud",2021-02-27,29.99,"0 - 20,000",927,Bright Light Interstellar Limited,Bright Light Interstellar Limited
7054,7831,Mandinga - a tale of banzo,"Indie, RPG"," Single-player, Full controller support, Family Sharing",2021-09-17,7.99,"20,000 - 50,000",393,Uruca Game Studio,Uruca Game Studio
7055,7832,Tanuki justice,"Adventure, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play Together, Family Sharing",2021-04-15,14.99,"0 - 20,000",388,Wonderboy Bobi,PixelHeart
7056,7833,Apple bang!,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-05,1.99,"0 - 20,000",138,Sundoe,Bang Games
7057,7834,Marmoset,"Adventure, Indie"," Single-player, Family Sharing",2021-10-26,2.99,"0 - 20,000",282,Luamar Games,Luamar Games
7058,7835,I make saints (steam edition),"Fr, Adventure"," Single-player, Family Sharing",2021-04-05,3.99,"20,000 - 50,000",108,Somewhat Software,Somewhat Software
7059,7836,Aciiiiiiiiiiiiiiid,"Action, Casual"," Single-player, Partial Controller Support, Family Sharing",2021-05-14,9.99,"0 - 20,000",42,deadworld games,deadworld games
7060,7837,Satori,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-08-06,7.99,"0 - 20,000",367,EMOTION THEORY,EMOTION THEORY
7061,7838,"Bro, where's my head???","Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-25,0.55,"20,000 - 50,000",75,Airem,Airem
7062,7839,Flight of the amazon queen: 25th anniversary edition,"Fr, Adventure"," Single-player, Steam Cloud, Family Sharing",2021-05-17,3.99,"20,000 - 50,000",367,Red Sprite Studios,MojoTouch
7063,7840,Dark chronicles: the soul reaver,"Adventure, Casual"," Single-player, Family Sharing",2021-04-23,5.99,"0 - 20,000","2,297",Crazy Turtle Games,HH-Games
7064,7841,I am the prosecutor: no evidence? no problem!,"Fr, Casual"," Single-player, Family Sharing",2021-04-30,0.99,"0 - 20,000",200,Sigyaad Team,Sigyaad Team
7065,7842,Endless furry clicker,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",2021-02-20,0.49,"0 - 20,000",25,Tegridy Made Games,Tegridy Made Games
7066,7843,Darkhouse,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",2021-12-01,9.99,"100,000 - 200,000",139,VD Games,VD Games
7067,7844,Ghost blood,"Casual, Indie"," Single-player, Partial Controller Support, Family Sharing",2021-09-22,3.99,"100,000 - 200,000",187,Big Bread,Meridian4
7068,7845,Cotton reboot!,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-11-10,44.99,"0 - 20,000",638,"Rocket-Engine Co.,Ltd.",BEEP
7069,7846,Derelict void,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-03-18,9.99,"0 - 20,000","1,487",Stirling Games,Stirling Games
7070,7847,Battle cube,"Indie, Simulation"," Single-player, Family Sharing",2021-09-24,0.99,"0 - 20,000",63,LTZinc,LTZinc
7071,7848,Tale of ninja: fall of the miyoshi,"RPG, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-07-22,4.99,"20,000 - 50,000",819,S.Y. GAMES,S.Y. GAMES
7072,7849,Ruin raiders,"RPG, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-14,19.99,"0 - 20,000","1,224",OverPowered Team,Freedom Games
7073,7850,Alien x,"Indie, Simulation"," Single-player, Family Sharing",2021-01-08,0.49,"0 - 20,000",45,LTZinc,HandMade Games
7074,7851,Seduction,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-08,7.99,"0 - 20,000",562,KOEX studio,Gamera Games
7075,7853,Captain toonhead vs the punks from outer space,"Indie, Strategy"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-11-11,19.99,"0 - 20,000",328,Teravision Games,Teravision Games
7076,7854,Golden rails: small town story,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-01-14,3.49,"0 - 20,000",106,Alawar Casual,Alawar Casual
7077,7855,Spare parts: episode 2,"Fr, Casual"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-06-10,6.99,"0 - 20,000",114,Sophie Rose,Sophie Rose
7078,7856,Space yandere,"Fr, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-10-08,1.99,"20,000 - 50,000",222,Horror Shop,Horror Shop
7079,7857,メンヘラフレシア\u3000フラワリングアビス,"Adventure, Indie"," Single-player, Family Sharing",2021-06-24,19.99,"0 - 20,000",668,CHARON,PGN Games
7080,7858,无眠夜曲,"RPG, Early Access"," Single-player, Family Sharing",2021-01-06,0.99,"0 - 20,000",165,在酒楼上,在酒楼上
7081,7859,Hidden shapes old west - jigsaw puzzle game,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-17,1.99,"0 - 20,000",76,YAW Studios,YAW Studios
7082,7860,Was it worth it?,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-23,4.99,"20,000 - 50,000",225,Just Sauce Studio,Just Sauce Studio
7083,7861,Gravia,"Indie, Early Access"," Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-03-15,19.99,"0 - 20,000",675,Dan Goyette,Self-published
7084,7862,Orkana conflict vr,"Simulation, Strategy"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-03-17,10.99,"0 - 20,000",239,Adem Kaya RockAKGames,Adem Kaya
7085,7863,Fish person shooter,"Action, Early Access", Single-player,2021-05-20,12.99,"0 - 20,000",769,8AH,8AH
7086,7864,A curse from beyond,"Fr, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-08-30,4.99,"0 - 20,000",175,Cave Ghost Games,Cave Ghost Games
7087,7865,Search all - potions,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-12-27,2.99,"0 - 20,000",39,Laush Dmitriy Sergeevich,Laush Studio
7088,7866,Dum-dum,"Simulation, Strategy"," Single-player, Family Sharing",2021-09-19,14.99,"0 - 20,000",289,Hogo Company,Hogo Company
7089,7867,Kukoos: lost pets,"Indie, in Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",,29.99,"0 - 20,000",457,Petit Fabrik,Modus Games
7090,7868,Albacete warrior,"Adventure, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing",2021-12-15,9.99,"0 - 20,000",245,FAS3 Estudios S.L.,FAS3 Estudios S.L
7091,7869,Drunk soccer is the best soccer,"Simulation, Sports"," Single-player, Family Sharing",2021-07-15,0.49,"0 - 20,000",71,Kiddy,Kiddy
7092,7870,最后的守护者之虚幻的梦,"RPG, Strategy"," Single-player, Family Sharing",2021-02-08,5.99,"0 - 20,000",192,小情小调,用爱发电工作室
7093,7871,Arden's wake,"Casual, Indie"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-02-26,7.99,"0 - 20,000",496,Penrose,Penrose Studios
7094,7872,Miguelshroom: first day at school,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-15,4.99,"0 - 20,000",88,Bad Kid Games,Bad Kid Games
7095,7873,Save me mr tako: definitive edition,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-05-05,3.74,"0 - 20,000",429,Deneos,Christophe Galati
7096,7874,Hungry dino,"Massively Multiplayer, in Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing",,4.99,"0 - 20,000",81,FAZIC Games,FAZIC Games
7097,7875,からかい上手の高木さんvr 2学期,"Casual, Simulation"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-12-23,13.99,"0 - 20,000","1,676",KAYAC Inc.,KAYAC Inc. 
7098,7876,Tiny robots recharged,"Adventure, Indie"," Single-player, Family Sharing",2021-09-08,2.99,"0 - 20,000",206,Big Loop Studios,Snapbreak
7099,7877,Forest adventure,"Adventure, Indie", Single-player,2021-10-10,0.49,"0 - 20,000",61,Quarlellle,Quarlellle
7100,7878,My cashy side job at lost&found in the subway of million-person city,"Adventure, Indie"," Single-player, Family Sharing",2021-11-25,2.99,"0 - 20,000",155,Regrette LKP,BEER FROTH
7101,7879,"Good night, knight","RPG, Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",2021-02-16,14.99,"0 - 20,000","1,248",RedEmber,No Gravity Games
7102,7881,Zombie killer drift - racing survival,"Adventure, Sports"," Single-player, Family Sharing",2021-08-27,3.99,"20,000 - 50,000",456,Atomic Fabrik,Cristian Manolachi
7103,7882,Tower of origin2-worm's nest,"Indie, RPG"," Single-player, Family Sharing",2021-09-09,13.99,"0 - 20,000",649,Villain Role,Villain Role
7104,7883,Escape from hospital,"Indie, in Early Access"," Single-player, Family Sharing",,1.99,"0 - 20,000",118,xFAIRx,xFAIRx
7105,7884,Find girl | 发现女孩,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-12,0.99,"0 - 20,000",776,Old Driver Studio,Old Driver Studio
7106,7885,Jumanji: the curse returns,"Indie, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",2021-09-01,9.99,"0 - 20,000",741,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd
7107,7886,Boy beats world,"Adventure, Indie"," Single-player, Full controller support, Steam Cloud, Family Sharing",2021-05-28,9.99,"0 - 20,000",107,Duckbridge,Duckbridge
7108,7887,Dino galaxy tennis,"Indie, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",2021-03-19,9.99,"0 - 20,000",371,Vixa Games,Vixa Games
7109,7888,Lost caves,"Adventure, Indie"," Single-player, Full controller support, Family Sharing",2021-01-29,6.99,"0 - 20,000",163,Adam D. Smith,Adam D. Smith
7110,7889,Puzzle light: slide,"Fr, Casual"," Single-player, Family Sharing",2021-08-13,0.99,"0 - 20,000",54,Waidy Andrade,Cronostase
7111,7890,Venaitura,"Indie, RPG"," Single-player, Family Sharing",2021-08-02,6.99,"0 - 20,000",272,Ephiam,Ephiam
7112,7891,Língua,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-01,5.99,"0 - 20,000",368,Guilherme Giacomini,Guilherme Giacomini
7113,7892,One line,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-12-15,0.99,"20,000 - 50,000",88,New Dawn Game Studio,New Dawn Game Studio
7114,7893,Battle for esturia,"RPG, Strategy"," Single-player, Family Sharing",2021-03-19,9.99,"20,000 - 50,000",360,Esturia Games,Esturia Games
7115,7894,Hardwork simulator,"Indie, Simulation"," Single-player, Steam Achievements, Includes level editor, Family Sharing",2021-11-17,1.99,"0 - 20,000",156,Mandinga,Mandinga
7116,7895,Terrene - an evidence of life game,"Adventure, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-02-12,9.99,"20,000 - 50,000",224,JustWall Games,JustWall Wirehead Games
7117,7896,Guns n' runs,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-30,9.99,"0 - 20,000",309,Statera Studio,Statera Studio
7118,7897,Hidden object: detective holmes - heirloom,"Casual, Indie"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-09-03,2.99,"0 - 20,000",201,Crisp App Studio,Crisp App Studio
7119,7898,Sokocat - islands,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-05-14,1.99,"0 - 20,000",131,Rising Moon Games,Rising Moon Games
7120,7899,Plinko panic!,"Strategy, Early Access"," Single-player, Family Sharing",2021-12-18,7.99,"20,000 - 50,000",219,AcidicDuck,AcidicDuck
7121,7900,Sliko,"Casual, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-03-27,0.99,"20,000 - 50,000",110,Bissonho,Heimo Game Studio
7122,7902,Half past fate: romantic distancing,"Casual, Indie"," Single-player, Family Sharing",2021-02-14,5.99,"0 - 20,000",397,Serenity Forge,Way Down Deep
