Name,Genre,Category,Release_Date,Price (in $),Followers,Developers,Publishers,Ownership_Midpoint
Gems of magic: father's day,"Casual, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-12-16,9.99,29,Graphium Studio,Denda Games,10000.0
Color crush 2,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-05-10,5.99,31,Frederik Holst,Frederik Holst,10000.0
Outpost engineer,"Strategy, Early Access"," Single-player, Steam Achievements, Family Sharing",2021-06-08,19.99,291,David Decraene,WombatBarn,10000.0
Towards the stars,"Indie, Simulation"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Cloud, Family Sharing",2021-03-04,4.99,114,Peter Tkačov,Peter Tkačov,10000.0
Vr girls’ room in darkness,"Fr, Adventure"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-01-26,4.99,79,William at Oxford,William at Oxford,10000.0
1001 jigsaw: earth chronicles 3,"Fr, Casual"," Single-player, Family Sharing",2021-02-02,4.99,26,Creobit,8floor,10000.0
Twin mind: murderous jealousy collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-03-22,6.99,56,DominiGames,DominiGames,75000.0
Dungeon arena,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-08-09,0.79,43,Enoops,Enoops,10000.0
Balls! balls!,"Indie, Strategy"," Single-player, Family Sharing",2021-08-08,1.09,20,wow wow Games,wow wow Games,10000.0
Aviano,"Simulation, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2021-05-03,5.99,133,Tatti,Tatti,10000.0
Fill and cross magic journey,"Fr, Casual"," Single-player, Family Sharing",2021-04-08,4.99,18,New Bridge Games,8floor,10000.0
After,"RPG, Early Access"," Single-player, Family Sharing",2021-04-23,19.99,205,Hyperdrive Gaming Studio,Hyperdrive Gaming Studio,10000.0
Monstrous lovers,"Indie, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-06-23,14.99,183,Man-Eater Games,Man-Eater Games,10000.0
Bitten! someone has to be a villain,"Indie, Strategy"," Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Family Sharing",2021-06-03,2.99,726,Uladzislau Basin,Uladzislau Basin,10000.0
Light fighter,"Casual, Indie"," Single-player, Family Sharing",2021-07-20,0.99,19,beans rolls,beans rolls,10000.0
Puzzle art: birds,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-06,1.99,25,My Label Game Studio,My Label Game Studio,10000.0
Lazy chess,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Remote Play Together, Family Sharing",2021-03-12,2.99,99,Christopher Cinq-Mars Jarvis,Cinq-Mars Media,10000.0
Mystery of camp enigma,"Adventure, Casual"," Single-player, Family Sharing",2021-05-14,6.99,62,M9 Games,M9 Games,35000.0
Medieval wars,"Indie, Strategy"," Single-player, Family Sharing",2021-08-23,3.09,34,Phoenixxx Games,Phoenixxx Games,10000.0
Branches,"Casual, Indie"," Single-player, Family Sharing",2021-08-27,0.99,23,beans rolls,beans rolls,10000.0
Spades,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",2021-07-13,2.99,25,Marcus Andersson,Marcus Andersson,10000.0
Ninja express,"Casual, Indie"," Single-player, Family Sharing",2021-09-30,1.99,34,Beast Of World,Beast Of World,10000.0
Other realms: dwarves & more dwarves,"Strategy, in Early Access"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Family Sharing",,15.99,115,Botgate,Botgate,10000.0
Soldier in the darkness,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-02-01,0.99,49,A3D Studio (Solo Developer),A3D Studio (Solo Developer),75000.0
Polygonduty,"Adventure, Indie"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing",2021-03-08,5.0,158,FanaticStudios,,10000.0
The forger,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-08-27,0.99,39,Tomas Daugela,Tomas Daugela,10000.0
Mystery trackers: forgotten voices collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-04-16,13.99,66,Elephant Games,Big Fish Games,35000.0
Crawler,"Adventure, Indie"," Single-player, Family Sharing",2021-04-16,1.99,115,MZY GAMES,MZY GAMES,10000.0
最后一搏 the last fight,"Fr, Indie"," Single-player, Family Sharing",2021-09-24,3.99,71,香蜂草,香蜂草,10000.0
Find the murderer,"Adventure, Indie"," Single-player, Family Sharing",2021-11-17,2.99,25,Ilmir Nasertdinov,Ilmir Nasertdinov,35000.0
My universe - interior designer,"Fr, Simulation"," Single-player, Family Sharing",2021-12-03,14.99,126,Magic Pockets,Microids,10000.0
Infected prison,"RPG, Simulation"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-02-05,1.99,113,HaoChuan,HaoChuan,10000.0
村庄-the village,"RPG, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-03-24,8.99,159,橙光游戏,橙光游戏,350000.0
Puzzles with cats,"Casual, Indie"," Single-player, Family Sharing",2021-07-26,3.09,23,wow wow Games,wow wow Games,10000.0
Cinnet,"Fr, Simulation"," Single-player, Family Sharing",2021-10-07,3.99,45,RedWhaleGame Inc.,RedWhaleGame Inc.,10000.0
Fallen from the sky,"Casual, Indie"," Single-player, Family Sharing",2021-05-06,0.99,26,PancakeGames,Piece Of Voxel,10000.0
Love! truth! puzzle!,"Casual, Indie"," Single-player, Family Sharing",2021-09-16,1.99,73,玫瑰工作室,玫瑰工作室,10000.0
My city and army,"Simulation, Strategy"," Single-player, Multi-player, Family Sharing",2021-02-10,1.99,161,武器铺工作室,武器铺工作室,10000.0
Valley of no roads,"Casual, Indie"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",2021-06-10,7.99,242,Lunar Activities,Lunar Activities,10000.0
Cs horizon,"Indie, Simulation", Single-player,2021-07-28,0.99,204,Value,Value,10000.0
Hexagon world,"Simulation, Strategy"," Single-player, Family Sharing",2021-08-04,0.99,825,Piece Of Voxel,Piece Of Voxel,10000.0
"Oh, dungeon master","RPG, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-10-01,0.99,115,Boom Team,Boom Team,10000.0
Jungle rumble,"Adventure, Indie", Single-player,2021-05-02,1.09,58,FAMOUS PRODUCTION,kovalevviktor,10000.0
Blind,"Adventure, Indie"," Single-player, Full controller support, Family Sharing",2021-04-30,5.99,69,Prestige Games,Prestige Games,10000.0
Kingdom of maverta,"Fr, Indie"," Single-player, Steam Achievements, Family Sharing",2021-11-11,4.99,45,My Label Game Studio,My Label Game Studio,10000.0
Human or virus,"Action, Indie"," Single-player, Family Sharing",,6.99,178,钟浩林,钟浩林,10000.0
The road to gelendzhik palace,"Simulation, Strategy"," Single-player, Family Sharing",2021-02-17,0.99,19,INFINITE BRIDGE,INFINITE BRIDGE,35000.0
Hidden motives: the diamond rush collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-11-09,6.99,43,DominiGames,DominiGames,10000.0
Speed 3: grand prix,"Casual, Racing"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",2021-12-16,11.99,122,BadBoys Game Studios,Lion Castle Entertainment,10000.0
Find the cubs,"Casual, Indie"," Single-player, Steam Achievements, Captions available, Family Sharing",2021-07-26,2.99,"1,026",Ready To Play,Ready To Play,10000.0
疑義照会ウォーズ,"Indie, Simulation"," Single-player, Family Sharing",2021-12-03,9.99,111,薬学ゲーム開発プロジェクト,薬学ゲーム開発プロジェクト,10000.0
Castle survival,"Fr, Indie"," Single-player, Steam Achievements, Family Sharing",2021-03-22,0.99,36,Skull Box Games,Skull Box Games,10000.0
1/2 red riding hood,"Fr, Adventure"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-10-30,11.99,189,Succubella Games,Succubella Games,35000.0
Artha,"Strategy, in Early Access"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Family Sharing",,9.99,202,Starcube Games,Starcube Games,10000.0
Matrix brain twister,"Casual, Indie"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",2021-07-02,19.99,58,Clever AI,Hoi 4 Deu,10000.0
The last earth man,"Action, Indie"," Single-player, Full controller support, Family Sharing",2021-03-31,4.99,80,掘墓人ZERO,掘墓人ZERO,35000.0
Adriatic pizza,"Simulation, in Early Access"," Single-player, Family Sharing",,4.99,82,Samson Auroux,Samson Auroux,10000.0
The game is on,"Casual, Indie"," Single-player, Full controller support, Family Sharing",2021-01-21,5.99,28,Bigosaur,Bigosaur,10000.0
Drifters don't brake,"Indie, Racing"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-07-04,1.99,39,Arthur R Teles,Arthur R Teles,10000.0
Hoops madness,"Simulation, Sports"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-03-18,5.99,37,VRstudios,Inc.,10000.0
Teknedia,"Adventure, Indie"," Single-player, Steam Achievements, VR Support, Partial Controller Support, Steam Leaderboards, Family Sharing",2021-01-08,9.99,54,Stache Studios,Stache Studios,10000.0
"Kick it, bunny!","Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-02-17,9.99,45,DillyFrame,DillyFrame,10000.0
Content creator's internet adventure,"RPG, Strategy"," Single-player, Partial Controller Support, Family Sharing",2021-10-14,4.99,34,James R Trimble,Saladite Games,35000.0
Jankbrain,"Fr, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-01-19,2.49,27,Log Games Ltd,Log Games Ltd,10000.0
Arcade machine basketball,"Casual, Simulation"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing",2021-02-02,1.99,43,AIR FORGE GAMES L.L.C.,AIR FORGE GAMES L.L.C.,10000.0
Stream quest,"RPG, Early Access"," Single-player, Family Sharing",2021-01-22,9.99,132,Richard Stamp,Richard Stamp,10000.0
Detours,"Adventure, Indie"," Single-player, Family Sharing",2021-02-10,5.99,31,Mismatched Games,Code Coven,10000.0
Whone,"Indie, Early Access"," Single-player, Family Sharing",2021-01-28,1.99,27,Jessup Mikeal,Jessup Mikeal,10000.0
Amihero,"Sports, Early Access"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-02-18,19.99,21,ADMI INC.,ADMI INC.,10000.0
After meeting,"Indie, Strategy"," Single-player, Family Sharing",2021-02-13,1.99,42,Litower Games,Litower Games,10000.0
Battle mine sweeper,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",2021-02-22,0.99,14,cae78soft.com,cae78soft.com,10000.0
Flipol,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-02-26,1.99,16,Derin,Derin,10000.0
Passengers of execution,"Adventure, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-12-22,3.99,63,Mustafa CELIK,Parter Dizayn,35000.0
The ultimate game,"Early Access, in Early Access"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,9.99,91,Sean Tepper,DROP STEP STUDIOS,10000.0
